ID,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weatherconditions,Road_traffic_density,Type_of_vehicle,multiple_deliveries,Time_taken(min)
0x2022 ,4.6,12.297954,76.665169,12.407954,76.775169,Stormy,Jam,scooter,0,17
0x255e ,4.5,21.175104,72.804342,21.215104,72.844342,Sandstorms,Medium,motorcycle,1,29
0x3388 ,4.5,26.913483,75.803139,26.963483,75.853139,Sunny,Jam,scooter,0,11
0x4857 ,4.1,19.065838,72.832658,19.145838,72.912658,Windy,Medium,motorcycle,2,35
0x1599 ,4.0,18.636215,73.751081,18.766215,73.881081,Sandstorms,Jam,motorcycle,1,38
0x8612 ,4.0,19.065838,72.832658,19.075838,72.842658,Sandstorms,Low,motorcycle,0,26
0xb17b ,4.7,19.091458,72.827808,19.171458,72.907808,Stormy,Low,motorcycle,0,22
0x5675 ,4.2,18.56245,73.916619,18.62245,73.976619,Windy,Jam,motorcycle,1,34
0xb444 ,4.7,17.431477,78.40035,17.511477,78.48035,Sandstorms,Low,motorcycle,0,16
0x5f96 ,4.9,22.753839,75.897429,22.803839,75.947429,Sandstorms,Low,motorcycle,1,18
0x2abd ,4.6,23.333017,85.3172,23.343017,85.3272,Cloudy,Low,motorcycle,1,21
0xcce7 ,4.4,19.874449,75.360232,19.944449,75.430232,Stormy,Medium,motorcycle,1,34
0x4a76 ,4.1,13.058616,80.264151,13.088616,80.294151,Fog,Jam,motorcycle,1,31
0x9ca8 ,4.7,11.022298,76.998349,11.112298,77.088349,Cloudy,Medium,motorcycle,2,41
0xd2c3 ,4.9,26.483042,80.317833,26.623042,80.457833,Windy,Medium,motorcycle,1,30
0xab61 ,4.6,23.371292,85.327872,23.431292,85.387872,Cloudy,Low,motorcycle,1,23
0x2b3a ,4.9,12.352058,76.60665,12.432058,76.68665,Sunny,Medium,electric_scooter,1,22
0x77d ,4.6,26.905287,75.794592,26.995287,75.884592,Fog,Jam,scooter,1,39
0x789d ,4.8,13.044694,80.26147,13.074694,80.29147,Sandstorms,Low,motorcycle,0,16
0x4f40 ,4.5,21.157729,72.768726,21.187729,72.798726,Stormy,Low,scooter,0,19
0xddcf ,4.5,30.366322,78.070453,30.376322,78.080453,Fog,High,motorcycle,0,29
0xc990 ,4.4,30.890184,75.829615,30.900184,75.839615,Windy,Low,motorcycle,0,27
0x913e ,5.0,17.428294,78.404423,17.518294,78.494423,Sunny,Low,motorcycle,0,22
0x926c ,4.7,26.90294,75.793007,27.01294,75.903007,Sunny,Medium,motorcycle,1,26
0x6793 ,4.8,21.160522,72.771477,21.220522,72.831477,Stormy,Jam,electric_scooter,0,30
0x1f5f ,4.9,11.02091,76.940432,11.04091,76.960432,Sunny,Low,scooter,0,11
0x9e9d ,4.7,22.751857,75.866699,22.801857,75.916699,Sandstorms,Jam,scooter,1,31
0xba1e ,4.9,26.956431,75.776649,26.976431,75.796649,Fog,Low,scooter,1,18
0x5082 ,4.4,17.458998,78.500366,17.498998,78.540366,Cloudy,High,motorcycle,1,34
0x7372 ,4.6,12.325461,76.632278,12.455461,76.762278,Cloudy,Medium,motorcycle,2,35
0x3ab2 ,4.4,22.727021,75.884167,22.737021,75.894167,Stormy,High,scooter,1,31
0x2fb2 ,4.8,11.003669,76.976494,11.083669,77.056494,Sandstorms,Jam,scooter,1,29
0x3b80 ,4.4,12.978453,77.643685,13.008453,77.673685,Sandstorms,Jam,motorcycle,1,31
0x628d ,4.8,12.972161,77.596014,13.062161,77.686014,Windy,Medium,motorcycle,0,24
0x7add ,4.6,21.157729,72.768726,21.177729,72.788726,Stormy,Low,scooter,1,15
0xcf29 ,4.6,23.234631,77.401663,23.344631,77.511663,Sandstorms,Low,electric_scooter,1,29
0x7a19 ,4.7,18.546947,73.900626,18.606947,73.960626,Cloudy,Medium,motorcycle,0,19
0x8ef3 ,4.8,19.003517,72.82765,19.053517,72.87765,Stormy,Medium,scooter,1,24
0x5a7c ,4.9,26.846156,75.8023,26.976156,75.9323,Fog,Medium,motorcycle,1,34
0xcee7 ,5.0,9.960846,76.293936,10.030846,76.363936,Stormy,Low,scooter,1,16
0xca50 ,4.6,22.5491,88.400467,22.5691,88.420467,Cloudy,Low,motorcycle,1,24
0xb21a ,4.5,19.254567,72.848923,19.284567,72.878923,Stormy,Jam,scooter,1,25
0x176c ,4.7,21.160437,72.774209,21.220437,72.834209,Fog,Low,motorcycle,1,26
0xc922 ,4.9,22.514585,88.39331,22.584585,88.46331,Cloudy,Medium,motorcycle,0,31
0x10a6 ,4.7,12.934179,77.615797,12.944179,77.625797,Fog,Low,motorcycle,1,21
0x1e9e ,4.9,13.029198,77.570997,13.119198,77.660997,Cloudy,Low,motorcycle,0,23
0x1a55 ,5.0,26.846156,75.8023,26.926156,75.8823,Cloudy,Medium,motorcycle,1,42
0x8672 ,4.3,11.022169,76.999594,11.092169,77.069594,Cloudy,Low,motorcycle,2,38
0x5b7f ,3.5,17.45971,78.368855,17.52971,78.438855,Cloudy,Low,electric_scooter,1,31
0x2f3e ,4.4,17.41233,78.449654,17.49233,78.529654,Windy,Jam,motorcycle,1,44
0x9d68 ,4.8,19.207222,72.972281,19.297222,73.062281,Windy,Medium,scooter,0,23
0x4cba ,4.4,12.284747,76.625861,12.364747,76.705861,Windy,Medium,motorcycle,1,38
0xc017 ,4.7,-9.960846,-76.293936,10.030846,76.363936,Sunny,Jam,motorcycle,1,35
0x98fb ,5.0,22.727021,75.884167,22.767021,75.924167,Sandstorms,High,motorcycle,1,33
0x9f92 ,4.9,21.160522,72.771477,21.220522,72.831477,Stormy,Medium,motorcycle,0,39
0xd522 ,5.0,30.362686,78.06889,30.502686,78.20889,Fog,Jam,scooter,0,41
0x91a9 ,4.7,19.065838,72.832658,19.075838,72.842658,Stormy,Low,motorcycle,0,17
0x2e92 ,4.7,12.935662,77.61413,12.985662,77.66413,Cloudy,Jam,electric_scooter,1,32
0xd35b ,4.9,19.866969,75.318894,19.896969,75.348894,Sandstorms,Low,scooter,1,13
0x1566 ,4.9,22.761593,75.886362,22.801593,75.926362,Sunny,High,motorcycle,0,11
0x1a04 ,4.8,19.176269,72.836721,19.286269,72.946721,Sandstorms,Medium,motorcycle,2,47
0x6f06 ,5.0,22.722634,75.886959,22.852634,76.016959,Windy,Jam,motorcycle,1,31
0x2a24 ,4.1,19.091458,72.827808,19.101458,72.837808,Stormy,Low,motorcycle,1,25
0x842b ,4.8,21.149669,72.772629,21.199669,72.822629,Cloudy,Low,motorcycle,1,23
0x7c71 ,4.8,12.337928,76.617889,12.417928,76.697889,Sunny,Medium,motorcycle,1,29
0x7064 ,4.2,21.157735,72.768778,21.197735,72.808778,Fog,High,motorcycle,0,36
0x833c ,4.7,12.979166,77.640709,13.109166,77.770709,Windy,Low,motorcycle,1,19
0x56ac ,5.0,12.939496,77.625999,13.049496,77.735999,Sunny,Medium,scooter,1,13
0xb8b7 ,4.6,10.96185,76.971082,11.04185,77.051082,Fog,Jam,motorcycle,1,53
0xcd02 ,5.0,22.514119,88.362504,22.564119,88.412504,Stormy,Jam,scooter,1,23
0x7fb ,4.8,19.254567,72.848923,19.324567,72.918923,Windy,Medium,motorcycle,0,26
0x48d2 ,4.8,19.103249,72.846749,19.143249,72.886749,Sandstorms,Medium,motorcycle,0,22
0x7cb6 ,4.0,12.949934,77.699386,12.999934,77.749386,Windy,Low,motorcycle,1,34
0xc14b ,4.4,10.027014,76.308053,10.037014,76.318053,Sandstorms,Low,motorcycle,1,24
0x47c7 ,4.6,17.431668,78.408321,17.491668,78.468321,Fog,Low,scooter,1,15
0xa459 ,4.9,19.065838,72.832658,19.085838,72.852658,Fog,High,scooter,1,29
0x877f ,4.2,22.753839,75.897429,22.843839,75.987429,Sandstorms,Jam,scooter,1,36
0xadb5 ,5.0,19.131141,72.813074,19.19114,72.873074,Sandstorms,Jam,motorcycle,1,44
0x848d ,4.6,12.935662,77.61413,12.975662,77.65413,Stormy,High,motorcycle,1,31
0xd611 ,4.4,19.875337,75.316722,19.955337,75.396722,Fog,Low,scooter,1,32
0x1e51 ,4.2,11.008638,76.984311,11.088638,77.064311,Sunny,Jam,motorcycle,1,35
0xcc7d ,4.1,26.49095,80.318656,26.58095,80.408656,Cloudy,Medium,motorcycle,0,38
0x75e3 ,4.2,12.326356,76.619103,12.356356,76.649103,Stormy,Low,motorcycle,2,34
0x3be6 ,4.6,18.53408,73.89852,18.54408,73.90852,Cloudy,High,electric_scooter,1,34
0x3bb2 ,4.2,17.438263,78.397865,17.568263,78.527865,Cloudy,Jam,electric_scooter,1,43
0x679d ,4.6,13.029198,77.570997,13.079198,77.620997,Cloudy,Jam,scooter,1,35
0x15da ,5.0,22.744648,75.894377,22.834648,75.984377,Cloudy,Medium,scooter,0,33
0x2db2 ,4.9,17.431477,78.40035,17.481477,78.45035,Fog,Medium,motorcycle,0,15
0xb7db ,4.8,23.354422,85.3329,23.464422,85.4429,Windy,Jam,electric_scooter,1,18
0xbb2a ,4.9,12.978453,77.643685,13.038453,77.703685,Sunny,Jam,motorcycle,0,10
0x8f0a ,4.8,21.173343,72.792731,21.263343,72.882731,Sunny,Medium,motorcycle,1,24
0x4ef4 ,3.6,18.592718,73.773572,18.672718,73.853572,Sandstorms,Jam,scooter,1,31
0x7276 ,4.7,21.149834,72.778666,21.229834,72.858666,Cloudy,Jam,motorcycle,2,42
0xb546 ,4.7,18.546258,73.904337,18.596258,73.954337,Sunny,Jam,motorcycle,0,20
0xba8a ,4.5,23.357804,85.325146,23.377804,85.345146,Fog,Low,scooter,0,16
0xdeaf ,4.2,30.89286,75.822199,30.98286,75.912199,Windy,Jam,motorcycle,1,36
0x9554 ,4.6,17.431668,78.408321,17.541668,78.518321,Sunny,Jam,scooter,0,23
0xc9aa ,2.6,26.47,80.35,26.58,80.46,Sunny,Low,electric_scooter,1,31
0x6db1 ,4.9,17.438263,78.397865,17.448263,78.407865,Sunny,Low,scooter,0,14
0x3e24 ,4.0,21.175975,72.795503,21.265975,72.885503,Cloudy,Jam,motorcycle,1,32
0x59d8 ,4.7,12.939496,77.625999,13.009496,77.695999,Sunny,Jam,motorcycle,1,30
0x9dc7 ,4.0,26.913483,75.803139,26.953483,75.843139,Sandstorms,High,motorcycle,0,34
0x2842 ,4.6,19.12663,72.829976,19.15663,72.859976,Sandstorms,Jam,motorcycle,1,29
0x87a4 ,4.7,19.055831,72.833984,19.125831,72.903984,Sunny,Medium,scooter,1,10
0xa512 ,4.6,12.337978,76.616792,12.417978,76.696792,Windy,Jam,motorcycle,0,28
0x2a73 ,4.2,21.175975,72.795503,21.255975,72.875503,Stormy,Jam,scooter,2,41
0x70fb ,4.1,23.371292,85.327872,23.421292,85.377872,Stormy,Jam,motorcycle,3,49
0xe0fd ,4.7,27.158822,78.045359,27.268822,78.155359,Stormy,Low,motorcycle,0,20
0x8e97 ,5.0,12.325461,76.632278,12.335461,76.642278,Sunny,Low,motorcycle,1,23
0x9a0d ,4.6,21.157735,72.768778,21.267735,72.878778,Stormy,Jam,electric_scooter,0,16
0xb2e7 ,4.6,17.440827,78.393391,17.490827,78.443391,Cloudy,Jam,scooter,1,29
0x62b2 ,4.8,12.325461,76.632278,12.455461,76.762278,Sunny,Low,scooter,0,22
0x5764 ,4.9,17.41233,78.449654,17.46233,78.499654,Stormy,Medium,motorcycle,1,17
0xdcf1 ,4.9,25.449872,81.836167,25.539872,81.926167,Sunny,Jam,scooter,1,16
0xd32 ,5.0,22.722634,75.886959,22.852634,76.016959,Stormy,Jam,motorcycle,1,18
0x40ef ,4.6,17.451976,78.385883,17.471976,78.405883,Cloudy,High,scooter,1,28
0x80e9 ,4.9,22.74806,75.8934,22.85806,76.0034,Sandstorms,Jam,scooter,0,15
0x74cd ,4.8,21.175975,72.795503,21.255975,72.875503,Sunny,Low,motorcycle,1,25
0x9434 ,4.4,23.359033,85.325347,23.419033,85.385347,Fog,Jam,motorcycle,1,34
0x344f ,4.7,22.732225,75.874765,22.782225,75.924765,Cloudy,Low,scooter,1,18
0x35ae ,4.7,12.972161,77.596014,13.062161,77.686014,Sunny,Medium,scooter,0,21
0x6384 ,4.8,21.186608,72.794136,21.226608,72.834136,Sandstorms,High,motorcycle,1,27
0xe61 ,4.7,23.359033,85.325347,23.389033,85.355347,Cloudy,Jam,scooter,0,31
0x82e6 ,5.0,12.337928,76.617889,12.467928,76.747889,Sandstorms,Jam,electric_scooter,1,19
0x42cf ,4.6,17.431668,78.408321,17.441668,78.418321,Windy,Low,motorcycle,1,13
0xbaa2 ,4.9,18.546947,73.900626,18.576947,73.930626,Sandstorms,Jam,motorcycle,1,12
0x555 ,4.7,12.933298,77.614293,12.983298,77.664293,Fog,Low,scooter,1,16
0xc1f ,4.7,26.892312,75.806896,26.932312,75.846896,Sunny,Medium,scooter,1,18
0x5297 ,4.3,12.297954,76.665169,12.427954,76.795169,Stormy,Medium,scooter,1,33
0x8699 ,4.6,21.160522,72.771477,21.290522,72.901477,Sandstorms,Low,scooter,1,18
0x905f ,4.9,12.325461,76.632278,12.405461,76.712278,Stormy,Jam,motorcycle,1,26
0x3910 ,4.7,23.359194,85.325447,23.389194,85.355447,Stormy,Jam,motorcycle,1,26
0x4f23 ,4.9,21.149569,72.772697,21.279569,72.902697,Windy,Low,scooter,0,17
0xa9ec ,4.7,17.431668,78.408321,17.451668,78.428321,Cloudy,Low,scooter,0,10
0x428a ,4.8,12.337978,76.616792,12.407978,76.686792,Cloudy,Medium,motorcycle,2,35
0x6647 ,4.6,12.352058,76.60665,12.422058,76.67665,Fog,Jam,motorcycle,1,46
0x557c ,4.5,19.1813,72.836191,19.3113,72.966191,Sunny,Low,electric_scooter,1,19
0x3f64 ,4.7,26.921411,75.793604,26.951411,75.823604,Sandstorms,Medium,motorcycle,1,15
0x9e26 ,4.8,11.016298,76.972076,11.076298,77.032076,Sunny,Jam,motorcycle,1,21
0xe1ac ,4.6,15.51315,73.78346,15.64315,73.91346,Fog,Medium,motorcycle,1,37
0x7faf ,4.6,23.359407,85.325055,23.429407,85.395055,Stormy,Low,motorcycle,1,25
0xc86 ,4.9,12.939496,77.625999,12.989496,77.675999,Fog,Medium,scooter,1,18
0x4506 ,4.8,12.933298,77.614293,13.013298,77.694293,Windy,Jam,motorcycle,1,27
0xaa65 ,4.6,18.592718,73.773572,18.622718,73.803572,Sunny,Jam,motorcycle,0,14
0x66e8 ,4.9,18.53408,73.89852,18.56408,73.92852,Sandstorms,Medium,scooter,1,25
0x756f ,4.6,26.914142,75.805704,26.924142,75.815704,Fog,Low,motorcycle,1,17
0x4203 ,4.9,12.914264,77.6784,12.984264,77.7484,Windy,Jam,scooter,0,15
0x4488 ,5.0,26.891191,75.802083,26.901191,75.812083,Sandstorms,High,scooter,0,15
0x5d3b ,4.8,18.543626,73.905101,18.673626,74.035101,Stormy,Low,scooter,1,19
0x534c ,4.5,22.32,73.17,22.4,73.25,Windy,Jam,scooter,2,41
0xe1c2 ,4.6,27.161661,78.011544,27.201661,78.051544,Stormy,Medium,scooter,1,30
0xde9f ,4.6,27.160934,78.044095,27.240934,78.124095,Windy,Medium,motorcycle,0,31
0x5c98 ,4.6,19.003517,72.82765,19.013517,72.83765,Windy,Low,scooter,0,17
0x972d ,4.9,22.311358,73.164798,22.391358,73.244798,Sunny,Jam,scooter,1,27
0x2afe ,4.6,18.994237,72.825553,19.124237,72.955553,Stormy,Low,motorcycle,0,24
0x61c7 ,4.9,19.221315,72.862381,19.351315,72.992381,Windy,Jam,motorcycle,1,17
0xad6b ,5.0,13.029198,77.570997,13.159198,77.700997,Stormy,Jam,motorcycle,1,37
0x88b6 ,4.9,17.451976,78.385883,17.471976,78.405883,Stormy,Low,scooter,0,19
0xc19c ,3.6,30.366322,78.070453,30.446322,78.150453,Stormy,Jam,electric_scooter,2,43
0x22fd ,4.3,11.003669,76.976494,11.013669,76.986494,Windy,Low,motorcycle,1,23
0x6f6e ,4.8,22.695207,75.866059,22.705207,75.876059,Fog,Low,scooter,1,11
0xdd6a ,4.7,26.483672,80.320708,26.563672,80.400708,Sandstorms,Jam,scooter,0,17
0xd64a ,4.9,9.959778,76.296106,10.049778,76.386106,Sunny,Jam,motorcycle,1,29
0xbaaf ,4.3,17.430448,78.418213,17.540448,78.528213,Cloudy,Jam,motorcycle,2,43
0xb37c ,4.7,22.753659,75.903365,22.833659,75.983365,Sunny,Jam,scooter,1,19
0x5bc7 ,4.7,23.351058,85.325731,23.431058,85.405731,Stormy,Medium,motorcycle,1,27
0xbe94 ,5.0,17.431668,78.408321,17.451668,78.428321,Sunny,Low,scooter,1,15
0x7fc5 ,4.5,12.975996,80.221898,13.035996,80.281898,Cloudy,Jam,electric_scooter,0,27
0x3868 ,4.6,12.986047,80.218114,13.046047,80.278114,Windy,Jam,scooter,1,29
0x5c24 ,5.0,17.430448,78.418213,17.450448,78.438213,Stormy,Low,motorcycle,1,21
0x70c5 ,4.5,23.359033,85.325347,23.449033,85.415347,Sunny,Jam,scooter,1,15
0x33aa ,4.5,13.029198,77.570997,13.119198,77.660997,Cloudy,Low,motorcycle,1,23
0x94d6 ,3.8,23.374989,85.335486,23.454989,85.415486,Sandstorms,Jam,scooter,3,44
0x2de0 ,4.9,21.186884,72.793616,21.266884,72.873616,Fog,Medium,scooter,0,34
0x730d ,4.8,26.921411,75.793604,27.031411,75.903604,Fog,Low,scooter,1,27
0xbc25 ,4.4,21.149834,72.778666,21.229834,72.858666,Fog,Jam,scooter,2,39
0x4567 ,4.8,26.892312,75.806896,27.022313,75.936896,Stormy,Medium,scooter,1,22
0xb958 ,4.1,22.753659,75.903365,22.863659,76.013365,Stormy,Jam,scooter,0,32
0x7ec7 ,4.9,12.3085,76.665808,12.3885,76.745808,Windy,Jam,electric_scooter,0,16
0xb679 ,5.0,12.935662,77.61413,13.045662,77.72413,Windy,Medium,motorcycle,1,34
0x8741 ,4.0,12.299524,76.64262,12.409524,76.75262,Windy,Jam,motorcycle,2,46
0xc55a ,5.0,30.335259,78.053162,30.345259,78.063162,Cloudy,Low,scooter,1,17
0x1d73 ,4.9,11.001753,76.986241,11.041753,77.026241,Stormy,Medium,motorcycle,1,26
0x4de9 ,4.8,12.323225,76.630028,12.373225,76.680028,Fog,Low,motorcycle,1,18
0x6e38 ,4.6,22.74806,75.8934,22.81806,75.9634,Sunny,Jam,motorcycle,1,26
0x5937 ,4.7,23.351058,85.325731,23.381058,85.355731,Windy,Jam,electric_scooter,1,25
0x90b6 ,4.9,21.175975,72.795503,21.195975,72.815503,Fog,High,scooter,1,37
0xb572 ,4.8,17.411028,78.329645,17.481028,78.399645,Sandstorms,Jam,scooter,1,22
0xad13 ,4.4,12.906229,77.596791,12.996229,77.686791,Sandstorms,Jam,motorcycle,1,34
0xa671 ,4.8,19.207222,72.972281,19.257222,73.022281,Fog,Low,scooter,1,16
0x1eb3 ,4.7,22.307898,73.167788,22.367898,73.227788,Sandstorms,Jam,scooter,1,22
0x2b5e ,4.6,18.546258,73.904337,18.606258,73.964337,Windy,Low,motorcycle,1,17
0x2ec5 ,4.7,17.45971,78.368855,17.46971,78.378855,Windy,High,scooter,1,31
0xa45 ,4.7,21.15276,72.778059,21.28276,72.908059,Sandstorms,Low,scooter,1,19
0x2d69 ,4.7,11.000762,76.981876,11.090762,77.071876,Cloudy,Jam,motorcycle,1,40
0x87a2 ,4.6,19.207222,72.972281,19.337222,73.102281,Stormy,Medium,motorcycle,1,33
0xa0d4 ,4.9,11.001852,76.976268,11.041852,77.016268,Cloudy,Medium,electric_scooter,0,10
0x9b20 ,4.7,18.536718,73.830327,18.646718,73.940327,Fog,Low,scooter,1,27
0x464f ,4.9,22.32,73.17,22.33,73.18,Fog,Low,scooter,0,14
0x841d ,3.5,12.299524,76.64262,12.369524,76.71262,Sunny,Low,motorcycle,1,32
0xcb7a ,5.0,23.230791,77.43702,23.360791,77.56702,Cloudy,Jam,motorcycle,2,51
0x4f33 ,4.6,26.892312,75.806896,26.902313,75.816896,Cloudy,Low,motorcycle,0,21
0xde1d ,4.6,19.875908,75.358888,19.895908,75.378888,Fog,High,motorcycle,0,33
0x5adc ,4.3,12.323225,76.630028,12.383225,76.690028,Stormy,Low,motorcycle,1,25
0xb1cc ,5.0,12.970221,77.645396,13.100221,77.775396,Windy,Jam,motorcycle,2,33
0x5d1 ,4.7,12.914264,77.6784,12.944264,77.7084,Sandstorms,Low,scooter,1,13
0xb741 ,4.8,12.975996,80.221898,13.015996,80.261898,Windy,Medium,motorcycle,1,25
0x4227 ,3.6,18.569156,73.774723,18.699156,73.904723,Windy,Jam,scooter,2,42
0xcafc ,4.6,30.899992,75.831338,31.029992,75.961338,Windy,Jam,motorcycle,1,43
0xd765 ,4.5,23.184992,77.417227,23.214992,77.447227,Windy,Medium,electric_scooter,0,30
0x76c6 ,4.9,11.008638,76.984311,11.048638,77.024311,Stormy,Medium,scooter,0,26
0xd167 ,4.6,15.498603,73.826911,15.578603,73.906911,Stormy,Low,scooter,1,29
0x31a1 ,4.6,12.972532,77.608179,12.982532,77.618179,Windy,Low,scooter,1,14
0x8f84 ,4.7,11.010375,76.95295,11.070375,77.01295,Sandstorms,Jam,motorcycle,0,29
0x8b6d ,4.5,12.970221,77.645396,13.010221,77.685396,Sandstorms,Medium,motorcycle,1,25
0x9043 ,4.7,23.39925,85.390464,23.42925,85.420464,Fog,Low,motorcycle,1,28
0x562e ,4.9,12.310972,76.659264,12.440972,76.789264,Fog,Medium,scooter,1,30
0x8e22 ,4.5,23.416792,85.316842,23.526792,85.426842,Sunny,Medium,scooter,1,18
0x4e1e ,4.6,12.970324,77.645748,13.010324,77.685748,Stormy,Medium,scooter,0,27
0x5204 ,4.5,11.025083,77.015393,11.085083,77.075393,Windy,Medium,motorcycle,1,25
0x62a7 ,4.6,19.178321,72.834715,19.238321,72.894715,Stormy,Low,scooter,1,16
0xb14a ,4.1,22.310237,73.158921,22.340237,73.188921,Windy,Low,motorcycle,0,28
0x52b8 ,4.4,18.520016,73.830547,18.610016,73.920547,Sandstorms,Jam,motorcycle,1,43
0x31db ,4.3,26.891191,75.802083,26.921191,75.832083,Stormy,Medium,motorcycle,1,37
0x3121 ,4.7,21.170798,72.790489,21.200798,72.820489,Sunny,Jam,scooter,1,24
0x8f0e ,4.6,11.016298,76.972076,11.146298,77.102076,Windy,Low,scooter,1,18
0x8194 ,4.5,22.695207,75.866059,22.775207,75.946059,Stormy,Medium,scooter,1,24
0x1157 ,4.7,12.949934,77.699386,12.969934,77.719386,Fog,Low,motorcycle,1,24
0x1049 ,4.8,23.354422,85.3329,23.424422,85.4029,Windy,Medium,motorcycle,1,44
0x44e1 ,4.9,13.02978,80.208812,13.05978,80.238812,Cloudy,Low,electric_scooter,0,11
0x586f ,4.9,12.933284,77.615428,12.963284,77.645428,Fog,Medium,motorcycle,0,17
0xe242 ,4.8,25.459775,81.834841,25.489775,81.864841,Sunny,Medium,motorcycle,1,21
0xc180 ,4.6,23.184992,77.417227,23.214992,77.447227,Fog,Medium,electric_scooter,0,18
0x36b6 ,4.9,18.51421,73.838429,18.64421,73.968429,Fog,Medium,scooter,1,27
0xb1df ,4.8,22.725748,75.898497,22.805747,75.978497,Stormy,Low,scooter,1,17
0x49c9 ,4.5,12.326356,76.619103,12.396356,76.689103,Sandstorms,Jam,motorcycle,1,27
0x6063 ,4.8,11.006686,76.951736,11.136686,77.081736,Windy,Low,scooter,1,10
0x686 ,4.7,11.016298,76.972076,11.106298,77.062076,Fog,Low,electric_scooter,1,26
0xc1cc ,4.1,30.893081,75.821495,30.983081,75.911495,Windy,Jam,motorcycle,3,49
0xdf5e ,4.8,15.576683,73.75575,15.616683,73.79575,Fog,Medium,motorcycle,0,26
0xbf70 ,3.9,19.875337,75.316722,19.965337,75.406722,Sandstorms,Medium,scooter,1,32
0xbe18 ,4.7,18.533811,73.899315,18.543811,73.909315,Cloudy,Low,motorcycle,1,22
0xd3e4 ,4.6,22.569367,88.433187,22.579367,88.443187,Sunny,High,motorcycle,1,26
0x8769 ,4.8,22.744648,75.894377,22.874648,76.024377,Fog,Medium,motorcycle,1,38
0x2342 ,4.7,19.003517,72.82765,19.113517,72.93765,Stormy,Medium,scooter,0,18
0xae52 ,4.6,26.910262,75.783013,26.960262,75.833013,Sunny,Medium,motorcycle,1,19
0x7061 ,4.5,12.3085,76.665808,12.4385,76.795808,Windy,Medium,motorcycle,1,26
0xd67d ,4.8,27.165108,78.015053,27.255108,78.105053,Windy,Low,scooter,1,24
0xf32 ,5.0,22.760072,75.892574,22.810072,75.942574,Stormy,Medium,motorcycle,1,28
0x5b5b ,4.9,23.359194,85.325447,23.419194,85.385447,Sandstorms,Medium,motorcycle,1,31
0x6223 ,4.8,22.761226,75.887522,22.841226,75.967522,Cloudy,Jam,motorcycle,2,46
0xd421 ,5.0,9.991703,76.293136,10.061703,76.363136,Cloudy,Jam,scooter,2,43
0x6e25 ,4.7,12.972532,77.608179,12.982532,77.618179,Sandstorms,Low,motorcycle,1,19
0x3c22 ,5.0,21.173493,72.801953,21.243493,72.871953,Fog,Jam,motorcycle,1,30
0xcfc5 ,4.7,30.327968,78.046106,30.467968,78.186106,Sandstorms,Medium,motorcycle,1,34
0x5b27 ,4.8,19.178321,72.834715,19.268321,72.924715,Windy,Medium,motorcycle,1,24
0xba9d ,4.9,12.352058,76.60665,12.382058,76.63665,Sandstorms,Low,motorcycle,1,22
0xc3ea ,4.8,19.875337,75.316722,19.935337,75.376722,Fog,Jam,motorcycle,0,27
0x3b3a ,4.8,12.323194,76.630583,12.373194,76.680583,Sunny,Low,scooter,0,16
0x6d2a ,4.6,18.546947,73.900626,18.566947,73.920626,Windy,Low,motorcycle,1,12
0xb2c4 ,4.9,22.744648,75.894377,22.834648,75.984377,Sandstorms,Jam,motorcycle,1,33
0x6ad1 ,3.6,22.753659,75.903365,22.883659,76.033365,Sandstorms,Medium,scooter,1,33
0x8662 ,4.4,22.745536,75.893106,22.775536,75.923106,Windy,Medium,motorcycle,1,33
0xb4c4 ,4.8,19.176269,72.836721,19.286269,72.946721,Cloudy,Medium,scooter,1,28
0x5ba7 ,3.7,19.131141,72.813074,19.221141,72.903074,Fog,Low,motorcycle,1,38
0xc5fb ,4.8,27.160934,78.044095,27.210934,78.094095,Fog,Low,motorcycle,0,18
0xd36 ,5.0,26.90519,75.810753,27.01519,75.920753,Fog,Medium,scooter,1,26
0x1ae5 ,5.0,22.727021,75.884167,22.747021,75.904167,Stormy,High,motorcycle,0,25
0x63dd ,4.7,21.185047,72.80859,21.255047,72.87859,Windy,Jam,scooter,1,26
0xbf29 ,4.7,10.035573,76.336958,10.065573,76.366958,Sandstorms,Low,scooter,1,11
0x9439 ,4.1,11.022169,76.999594,11.102169,77.079594,Sunny,Medium,motorcycle,1,34
0x9694 ,4.2,22.725748,75.898497,22.835748,76.008497,Cloudy,Low,motorcycle,2,37
0x3018 ,4.8,22.753659,75.903365,22.883659,76.033365,Sunny,Jam,scooter,1,16
0x2f20 ,4.3,21.183434,72.814492,21.233434,72.864492,Stormy,Low,motorcycle,1,24
0x7c5b ,4.7,22.745536,75.893106,22.825536,75.973106,Sunny,Low,motorcycle,1,23
0x66c3 ,4.8,21.175975,72.795503,21.205975,72.825503,Windy,Low,scooter,0,21
0x2d0b ,4.9,18.592718,73.773572,18.642718,73.823572,Sandstorms,Jam,motorcycle,1,19
0x6ed6 ,4.9,22.751857,75.866699,22.801857,75.916699,Cloudy,Low,motorcycle,1,17
0xeb3 ,3.8,18.539299,73.897902,18.629299,73.987902,Stormy,Jam,scooter,1,43
0xdfd ,4.7,23.353783,85.326967,23.373783,85.346967,Windy,Low,motorcycle,1,23
